Path	Sample Name	Tissue Category	Region ID	Total Regions	Region X Position	Region Y Position	Process Region ID	Distance from Process Region Edge (pixels)	Region Area (pixels)	Region Area (percent)	Region Compactness	Region Minor Axis	Region Major Axis	Region Axis Ratio	DAPI Min (Normalized Counts, Total Weighting)	DAPI Mean (Normalized Counts, Total Weighting)	DAPI Max (Normalized Counts, Total Weighting)	DAPI Std Dev (Normalized Counts, Total Weighting)	DAPI Total (Normalized Counts, Total Weighting)	CD68 (Opal 520) Min (Normalized Counts, Total Weighting)	CD68 (Opal 520) Mean (Normalized Counts, Total Weighting)	CD68 (Opal 520) Max (Normalized Counts, Total Weighting)	CD68 (Opal 520) Std Dev (Normalized Counts, Total Weighting)	CD68 (Opal 520) Total (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Min (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Mean (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Max (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Std Dev (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Total (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Min (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Mean (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Max (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Std Dev (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Total (Normalized Counts, Total Weighting)	CD8 (Opal 620) Min (Normalized Counts, Total Weighting)	CD8 (Opal 620) Mean (Normalized Counts, Total Weighting)	CD8 (Opal 620) Max (Normalized Counts, Total Weighting)	CD8 (Opal 620) Std Dev (Normalized Counts, Total Weighting)	CD8 (Opal 620) Total (Normalized Counts, Total Weighting)	CD3 (Opal 650) Min (Normalized Counts, Total Weighting)	CD3 (Opal 650) Mean (Normalized Counts, Total Weighting)	CD3 (Opal 650) Max (Normalized Counts, Total Weighting)	CD3 (Opal 650) Std Dev (Normalized Counts, Total Weighting)	CD3 (Opal 650) Total (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Min (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Mean (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Max (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Std Dev (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Total (Normalized Counts, Total Weighting)	Autofluorescence Min (Normalized Counts, Total Weighting)	Autofluorescence Mean (Normalized Counts, Total Weighting)	Autofluorescence Max (Normalized Counts, Total Weighting)	Autofluorescence Std Dev (Normalized Counts, Total Weighting)	Autofluorescence Total (Normalized Counts, Total Weighting)	Lab ID	Slide ID	TMA Sector	TMA Row	TMA Column	TMA Field	inForm 2.2.5800.23313
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	46		1214	580	#N/A	#N/A	1120	0.08 %	0.52	37.75	45.33	1.20	0.168	0.337	0.835	0.157	377.518	0.000	0.306	0.910	0.188	342.551	0.000	0.109	1.110	0.129	122.393	0.000	0.676	3.525	0.684	756.572	0.000	0.254	0.818	0.153	284.926	0.000	0.031	0.211	0.030	34.254	0.009	0.058	0.149	0.022	64.807	0.523	0.706	0.943	0.067	790.273			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	47		442	582	#N/A	#N/A	960	0.07 %	0.34	28.02	60.12	2.15	0.182	0.266	0.592	0.066	255.568	0.025	0.136	0.276	0.042	130.257	0.000	0.073	0.315	0.069	70.195	0.000	0.074	0.545	0.085	71.061	0.000	0.316	0.902	0.141	303.139	0.000	0.021	0.112	0.019	20.639	0.011	0.055	0.131	0.018	52.524	0.523	0.745	1.064	0.103	715.138			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	48		1316	604	#N/A	#N/A	1568	0.11 %	0.27	38.86	73.98	1.90	0.207	0.420	2.666	0.343	659.274	0.000	0.291	1.713	0.228	456.039	0.000	0.313	1.144	0.223	490.290	0.000	2.167	8.156	1.545	3398.398	0.000	0.503	2.916	0.358	788.045	0.000	0.066	0.507	0.065	103.198	0.000	0.071	0.268	0.030	111.259	0.564	0.815	1.188	0.076	1277.610			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	49		1086	630	#N/A	#N/A	784	0.05 %	0.64	20.12	44.07	2.19	0.168	0.248	0.496	0.067	194.108	0.289	0.991	1.475	0.215	776.741	0.000	0.168	0.706	0.156	131.659	0.000	0.601	2.901	0.444	470.828	0.000	0.239	0.938	0.174	187.608	0.000	0.024	0.140	0.022	18.855	0.013	0.057	0.127	0.014	44.658	0.512	0.674	0.860	0.052	528.525			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	50		1112	834	#N/A	#N/A	96160	6.64 %	0.04	412.91	560.10	1.36	0.156	0.317	2.299	0.159	30479.697	0.000	0.211	2.147	0.170	20281.162	0.000	0.291	2.273	0.259	28013.505	0.000	1.409	12.965	2.001	135514.195	0.000	0.486	9.761	0.425	46771.242	0.000	0.047	2.204	0.086	4516.552	0.000	0.057	1.098	0.032	5471.915	0.418	0.830	1.640	0.112	79795.825			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	51		30	648	#N/A	#N/A	1152	0.08 %	0.45	28.64	64.00	2.23	0.156	0.231	0.612	0.057	266.323	0.134	0.852	2.004	0.406	981.090	0.000	0.176	0.919	0.155	202.746	0.000	0.538	3.588	0.545	619.579	0.000	0.427	1.840	0.228	492.304	0.000	0.056	0.558	0.058	64.330	0.013	0.066	0.207	0.023	75.910	0.495	0.691	0.899	0.073	796.265			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	52		1244	672	#N/A	#N/A	3040	0.21 %	0.17	55.77	132.11	2.37	0.178	0.431	2.028	0.306	1309.337	0.000	0.178	0.956	0.118	540.853	0.000	0.253	1.468	0.233	770.239	0.000	1.427	10.381	1.661	4339.250	0.000	0.541	2.369	0.377	1643.401	0.000	0.047	0.337	0.043	143.744	0.005	0.064	0.184	0.025	195.757	0.442	0.839	1.549	0.164	2549.878			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	53		740	680	#N/A	#N/A	944	0.07 %	0.37	32.06	48.03	1.50	0.199	0.422	1.550	0.238	398.176	0.000	0.346	1.472	0.267	326.399	0.000	0.173	0.925	0.161	163.233	0.000	1.119	5.140	0.844	1056.126	0.000	0.338	1.209	0.189	318.817	0.000	0.066	0.207	0.040	62.122	0.023	0.071	0.148	0.020	67.177	0.558	0.757	0.958	0.059	714.368			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	54		70	684	#N/A	#N/A	1024	0.07 %	0.33	36.34	44.91	1.24	0.178	0.249	0.702	0.039	255.196	0.057	0.192	0.617	0.072	196.753	0.000	0.111	0.483	0.084	113.420	0.000	0.116	1.449	0.176	118.395	0.000	0.433	0.949	0.142	443.485	0.000	0.023	0.102	0.020	23.618	0.007	0.058	0.139	0.016	59.749	0.518	0.741	1.019	0.096	758.458			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	55		864	744	#N/A	#N/A	3920	0.27 %	0.14	96.91	115.74	1.19	0.176	0.252	0.864	0.085	987.215	0.000	0.383	2.142	0.381	1503.037	0.000	0.185	1.332	0.188	724.755	0.000	1.066	6.488	1.166	4177.213	0.000	0.320	1.715	0.226	1255.193	0.000	0.048	0.299	0.046	187.900	0.001	0.066	0.173	0.024	257.173	0.498	0.710	1.118	0.070	2781.330			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	56		116	800	#N/A	#N/A	18832	1.30 %	0.08	190.55	256.49	1.35	0.175	0.361	3.321	0.218	6789.659	0.000	0.242	2.498	0.194	4566.631	0.000	0.210	1.512	0.159	3950.648	0.000	0.462	7.268	0.824	8708.256	0.000	0.491	2.131	0.215	9247.096	0.000	0.045	1.866	0.103	838.765	0.000	0.059	0.295	0.024	1117.491	0.255	0.830	1.359	0.119	15624.772			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	57		404	748	#N/A	#N/A	1408	0.10 %	0.28	37.34	68.08	1.82	0.189	0.293	0.828	0.109	412.697	0.013	0.183	0.819	0.091	257.326	0.000	0.114	0.594	0.090	160.065	0.000	0.191	2.305	0.334	268.349	0.000	0.355	0.900	0.120	499.421	0.000	0.021	0.103	0.019	29.859	0.015	0.058	0.150	0.017	81.014	0.536	0.776	1.016	0.078	1093.284			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	58		508	766	#N/A	#N/A	4800	0.33 %	0.16	75.41	156.94	2.08	0.181	0.313	1.564	0.111	1503.080	0.004	0.303	2.804	0.321	1453.552	0.000	0.215	1.266	0.177	1030.909	0.000	0.684	5.969	1.048	3280.914	0.000	0.394	1.392	0.176	1891.354	0.000	0.038	0.254	0.039	180.418	0.000	0.058	0.169	0.021	277.106	0.471	0.844	1.222	0.117	4052.121			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	59		294	786	#N/A	#N/A	3984	0.28 %	0.28	64.66	127.01	1.96	0.166	0.281	0.473	0.053	1118.531	0.000	0.212	1.686	0.168	842.812	0.000	0.212	1.344	0.175	844.863	0.000	0.273	4.345	0.469	1086.153	0.000	0.536	1.909	0.376	2134.701	0.000	0.030	0.170	0.029	120.063	0.008	0.062	0.174	0.025	246.035	0.471	0.847	1.526	0.174	3374.326			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	60		380	904	#N/A	#N/A	11184	0.77 %	0.08	122.03	317.77	2.60	0.159	0.298	2.117	0.222	3336.630	0.000	0.300	2.048	0.350	3351.183	0.000	0.243	1.504	0.264	2720.159	0.000	1.413	8.677	1.675	15806.261	0.000	0.416	2.442	0.357	4650.533	0.000	0.073	1.063	0.096	814.044	0.000	0.066	0.233	0.034	741.791	0.392	0.691	1.142	0.117	7727.785			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	61		964	838	#N/A	#N/A	1616	0.11 %	0.25	47.65	67.61	1.42	0.171	0.270	0.901	0.126	436.868	0.000	0.412	1.356	0.264	666.548	0.000	0.324	1.440	0.297	524.310	0.000	1.994	9.871	2.118	3222.420	0.000	0.388	1.949	0.305	627.323	0.000	0.055	0.427	0.058	89.189	0.010	0.070	0.251	0.029	112.609	0.552	0.742	0.959	0.069	1198.673			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	62		804	830	#N/A	#N/A	2960	0.20 %	0.37	45.80	105.36	2.30	0.185	0.283	1.337	0.124	837.997	0.000	0.420	1.318	0.262	1242.001	0.000	0.338	1.563	0.239	999.769	0.000	2.124	8.959	1.512	6286.615	0.000	0.376	1.881	0.279	1113.676	0.000	0.072	0.359	0.052	212.921	0.007	0.074	0.194	0.025	219.955	0.518	0.757	1.053	0.068	2239.807			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	63		628	844	#N/A	#N/A	1824	0.13 %	0.32	46.55	72.48	1.56	0.190	0.282	0.794	0.087	514.137	0.000	0.208	1.004	0.150	378.953	0.000	0.312	1.314	0.250	568.855	0.000	2.163	10.424	2.045	3946.126	0.000	0.428	1.625	0.252	781.296	0.000	0.076	0.348	0.065	139.459	0.012	0.074	0.170	0.025	135.421	0.581	0.773	1.071	0.070	1410.484			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	64		730	848	#N/A	#N/A	928	0.06 %	0.67	32.02	36.05	1.13	0.184	0.245	0.304	0.020	227.736	0.000	0.473	1.518	0.287	438.669	0.000	0.276	1.055	0.190	256.327	0.000	1.331	4.508	0.878	1235.237	0.000	0.339	1.095	0.214	314.611	0.000	0.049	0.222	0.039	45.776	0.007	0.061	0.123	0.018	56.373	0.567	0.760	0.944	0.059	705.248			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	65		190	872	#N/A	#N/A	928	0.06 %	0.39	32.24	51.39	1.59	0.182	0.443	2.124	0.401	411.314	0.054	0.341	1.329	0.244	316.466	0.000	0.256	1.210	0.216	237.952	0.000	0.986	6.611	1.156	914.858	0.000	0.524	1.737	0.239	486.240	0.000	0.051	0.286	0.042	47.327	0.009	0.066	0.165	0.021	61.578	0.361	0.744	1.064	0.087	690.485			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	66		736	914	#N/A	#N/A	3424	0.24 %	0.17	74.81	97.80	1.31	0.167	0.291	1.307	0.168	995.460	0.000	0.494	2.212	0.394	1691.403	0.000	0.367	1.731	0.272	1257.662	0.000	2.217	7.987	1.508	7592.539	0.000	0.447	2.161	0.318	1528.889	0.000	0.073	0.451	0.061	250.421	0.002	0.077	0.206	0.029	264.007	0.465	0.734	1.016	0.068	2513.019			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	67		18	928	#N/A	#N/A	800	0.06 %	0.46	23.35	50.82	2.18	0.254	0.368	1.379	0.155	294.380	0.065	0.220	0.533	0.058	175.876	0.000	0.228	1.220	0.176	182.032	0.000	0.420	4.440	0.853	335.846	0.000	0.620	2.300	0.274	495.829	0.000	0.041	0.218	0.037	32.484	0.014	0.066	0.154	0.021	52.809	0.569	0.881	1.233	0.106	704.680			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	68		146	934	#N/A	#N/A	928	0.06 %	0.30	32.64	65.51	2.01	0.172	0.256	0.323	0.029	237.845	0.052	0.407	2.176	0.422	377.558	0.000	0.179	1.245	0.164	166.543	0.000	0.426	3.224	0.562	395.659	0.000	0.358	1.149	0.162	331.834	0.000	0.026	0.140	0.026	23.800	0.008	0.060	0.148	0.019	56.119	0.505	0.724	0.932	0.067	671.497			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	69		826	966	#N/A	#N/A	2272	0.16 %	0.27	64.96	77.54	1.19	0.169	0.369	1.377	0.250	837.722	0.000	0.293	1.723	0.248	666.248	0.000	0.343	1.423	0.264	778.562	0.000	2.045	9.399	1.875	4645.912	0.000	0.419	2.399	0.272	952.411	0.000	0.050	0.297	0.048	113.949	0.014	0.068	0.177	0.024	154.554	0.486	0.770	1.099	0.078	1749.249			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	70		388	992	#N/A	#N/A	864	0.06 %	0.45	25.03	54.18	2.16	0.191	0.282	0.558	0.024	243.867	0.000	0.162	0.564	0.057	139.557	0.000	0.197	0.992	0.149	169.878	0.000	0.597	4.674	0.713	516.082	0.000	0.358	1.025	0.168	309.251	0.000	0.029	0.186	0.028	24.733	0.000	0.054	0.115	0.015	46.491	0.574	0.798	0.979	0.062	689.150			0	0	0	0	
E:\Original MANTRA official all pics	cu-05-06 A7 S_1.im3	Stroma	71		64	1020	#N/A	#N/A	2560	0.18 %	0.31	40.27	112.02	2.78	0.227	0.356	1.061	0.095	910.699	0.000	0.242	0.740	0.106	618.614	0.000	0.258	1.549	0.198	660.357	0.000	0.610	7.963	1.325	1561.303	0.000	0.575	1.926	0.313	1472.255	0.000	0.046	0.418	0.054	118.027	0.011	0.083	0.459	0.046	213.547	0.674	0.933	1.426	0.120	2389.399			0	0	0	0	
