Path	Sample Name	Tissue Category	Region ID	Total Regions	Region X Position	Region Y Position	Process Region ID	Distance from Process Region Edge (pixels)	Region Area (pixels)	Region Area (percent)	Region Compactness	Region Minor Axis	Region Major Axis	Region Axis Ratio	DAPI Min (Normalized Counts, Total Weighting)	DAPI Mean (Normalized Counts, Total Weighting)	DAPI Max (Normalized Counts, Total Weighting)	DAPI Std Dev (Normalized Counts, Total Weighting)	DAPI Total (Normalized Counts, Total Weighting)	CD68 (Opal 520) Min (Normalized Counts, Total Weighting)	CD68 (Opal 520) Mean (Normalized Counts, Total Weighting)	CD68 (Opal 520) Max (Normalized Counts, Total Weighting)	CD68 (Opal 520) Std Dev (Normalized Counts, Total Weighting)	CD68 (Opal 520) Total (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Min (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Mean (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Max (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Std Dev (Normalized Counts, Total Weighting)	Ki67 (Opal 540) Total (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Min (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Mean (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Max (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Std Dev (Normalized Counts, Total Weighting)	HLA-DR (Opal 570) Total (Normalized Counts, Total Weighting)	CD8 (Opal 620) Min (Normalized Counts, Total Weighting)	CD8 (Opal 620) Mean (Normalized Counts, Total Weighting)	CD8 (Opal 620) Max (Normalized Counts, Total Weighting)	CD8 (Opal 620) Std Dev (Normalized Counts, Total Weighting)	CD8 (Opal 620) Total (Normalized Counts, Total Weighting)	CD3 (Opal 650) Min (Normalized Counts, Total Weighting)	CD3 (Opal 650) Mean (Normalized Counts, Total Weighting)	CD3 (Opal 650) Max (Normalized Counts, Total Weighting)	CD3 (Opal 650) Std Dev (Normalized Counts, Total Weighting)	CD3 (Opal 650) Total (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Min (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Mean (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Max (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Std Dev (Normalized Counts, Total Weighting)	SOX10 (Opal 690) Total (Normalized Counts, Total Weighting)	Autofluorescence Min (Normalized Counts, Total Weighting)	Autofluorescence Mean (Normalized Counts, Total Weighting)	Autofluorescence Max (Normalized Counts, Total Weighting)	Autofluorescence Std Dev (Normalized Counts, Total Weighting)	Autofluorescence Total (Normalized Counts, Total Weighting)	Lab ID	Slide ID	TMA Sector	TMA Row	TMA Column	TMA Field	inForm 2.2.5800.23313
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	11		728	444	#N/A	#N/A	3088	0.21 %	0.22	59.03	94.60	1.60	0.225	0.541	3.016	0.440	1671.019	0.000	0.099	0.777	0.104	305.182	0.000	0.719	2.950	0.519	2220.369	0.655	7.900	34.745	6.558	24395.465	0.000	0.878	23.198	1.556	2709.992	0.000	0.035	0.969	0.052	107.167	0.000	0.114	1.785	0.190	352.189	0.000	0.712	1.336	0.199	2198.573			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	12		152	454	#N/A	#N/A	4480	0.31 %	0.36	64.18	117.99	1.84	0.143	0.569	2.231	0.405	2547.282	0.000	0.110	1.007	0.104	491.915	0.000	0.835	4.076	0.645	3740.693	0.000	9.302	42.334	8.123	41674.331	0.000	1.443	26.900	2.114	6463.026	0.000	0.041	0.826	0.067	184.371	0.000	0.143	1.170	0.196	638.673	0.000	0.719	1.553	0.202	3220.528			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	13		1094	452	#N/A	#N/A	1392	0.10 %	0.46	36.17	56.00	1.55	0.210	0.578	2.626	0.515	804.542	0.000	0.161	1.844	0.258	224.373	0.000	0.820	2.714	0.511	1141.798	0.425	9.843	32.765	6.990	13701.437	0.000	1.587	33.654	3.196	2209.644	0.000	0.046	0.662	0.080	64.412	0.000	0.114	0.868	0.149	158.485	0.000	0.639	1.484	0.257	889.369			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	14		1030	446	#N/A	#N/A	784	0.05 %	0.64	28.12	36.04	1.28	0.205	0.563	2.238	0.417	441.702	0.000	0.295	2.039	0.337	231.076	0.000	0.821	4.031	0.623	643.825	1.065	8.385	32.270	6.973	6573.621	0.000	0.913	7.479	1.277	716.162	0.000	0.044	0.423	0.068	34.825	0.000	0.332	1.931	0.440	260.525	0.032	0.744	1.324	0.213	583.601			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	15		870	456	#N/A	#N/A	848	0.06 %	0.49	27.89	44.86	1.61	0.221	0.664	3.178	0.647	563.385	0.000	0.202	1.266	0.181	171.566	0.000	0.649	3.337	0.529	550.144	0.981	7.592	30.102	6.280	6437.899	0.000	2.719	23.911	4.679	2305.946	0.000	0.075	0.960	0.118	63.593	0.000	0.168	1.160	0.221	142.629	0.000	0.705	1.422	0.287	597.585			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	16		870	538	#N/A	#N/A	5024	0.35 %	0.33	67.43	127.15	1.89	0.210	0.678	3.529	0.590	3406.351	0.000	0.170	2.746	0.197	856.514	0.000	0.703	4.165	0.561	3531.285	0.690	7.104	37.862	5.972	35689.958	0.000	1.043	42.710	2.406	5241.398	0.000	0.056	1.393	0.101	279.395	0.000	0.222	3.272	0.408	1113.375	0.000	0.646	1.600	0.229	3244.048			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	17		920	502	#N/A	#N/A	768	0.05 %	0.44	27.91	44.82	1.61	0.247	0.627	3.032	0.493	481.828	0.000	0.909	9.598	1.888	698.314	0.000	1.016	4.484	0.776	780.004	1.841	11.439	39.328	8.406	8785.244	0.000	0.930	6.641	1.125	714.109	0.000	0.050	0.458	0.062	38.151	0.000	0.206	1.999	0.331	158.479	0.000	0.743	1.234	0.217	570.895			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	18		336	502	#N/A	#N/A	752	0.05 %	0.70	28.09	32.09	1.14	0.205	0.595	2.208	0.472	447.477	0.000	0.101	0.690	0.105	76.044	0.000	0.844	2.858	0.488	634.924	1.155	8.564	30.018	6.427	6439.756	0.000	0.577	4.285	0.774	433.950	0.000	0.040	0.258	0.046	29.713	0.000	0.250	2.273	0.430	187.704	0.000	0.640	0.954	0.160	480.954			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	19		372	526	#N/A	#N/A	1520	0.10 %	0.28	32.84	78.42	2.39	0.203	0.497	2.186	0.396	755.367	0.000	0.134	1.578	0.158	204.290	0.000	0.872	3.864	0.688	1325.176	0.792	8.200	36.324	6.003	12464.404	0.000	0.976	12.856	1.258	1483.933	0.000	0.046	0.519	0.057	69.369	0.000	0.116	0.776	0.137	176.525	0.000	0.672	1.321	0.178	1022.005			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	20		1058	538	#N/A	#N/A	2624	0.18 %	0.25	60.04	76.21	1.27	0.215	0.646	3.403	0.564	1696.375	0.000	0.189	2.478	0.214	494.806	0.000	0.900	4.129	0.619	2362.415	0.711	8.843	37.696	7.328	23204.237	0.000	1.136	19.498	1.277	2982.055	0.000	0.037	0.522	0.050	97.338	0.000	0.208	1.721	0.290	546.388	0.000	0.664	1.339	0.227	1743.322			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	21		822	544	#N/A	#N/A	1184	0.08 %	0.50	36.00	48.00	1.33	0.186	0.696	2.560	0.602	823.478	0.000	0.097	1.690	0.134	114.473	0.000	0.944	3.130	0.546	1117.206	1.773	10.812	31.843	6.624	12801.253	0.000	1.103	13.086	1.471	1306.283	0.000	0.057	0.733	0.081	67.837	0.000	0.147	0.932	0.177	174.340	0.000	0.618	1.234	0.249	732.251			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	22		786	566	#N/A	#N/A	1088	0.08 %	0.56	28.11	52.02	1.85	0.252	0.611	2.513	0.370	664.909	0.000	0.161	2.103	0.185	174.643	0.000	0.604	2.879	0.464	657.619	0.826	5.764	24.050	3.902	6270.748	0.000	0.640	3.992	0.678	696.378	0.000	0.053	0.635	0.068	58.019	0.000	0.168	1.349	0.232	183.214	0.000	0.689	1.153	0.208	749.873			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	23		254	568	#N/A	#N/A	1120	0.08 %	0.52	31.27	50.33	1.61	0.251	0.633	2.495	0.473	708.537	0.000	0.225	0.914	0.133	251.771	0.000	0.616	1.977	0.396	690.475	0.112	4.007	14.746	2.642	4487.680	0.000	0.975	4.499	0.880	1091.740	0.000	0.043	0.328	0.051	48.609	0.000	0.160	1.427	0.211	178.741	0.022	0.735	1.162	0.169	823.698			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	24		192	574	#N/A	#N/A	784	0.05 %	0.37	27.78	46.94	1.69	0.189	0.516	1.425	0.282	404.406	0.000	0.127	0.467	0.077	99.700	0.000	0.603	2.028	0.413	473.069	0.348	4.681	17.522	3.686	3669.731	0.000	0.854	3.826	0.726	669.586	0.000	0.041	0.331	0.048	32.162	0.000	0.092	0.654	0.104	72.301	0.187	0.811	1.324	0.202	635.555			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	25		344	602	#N/A	#N/A	816	0.06 %	0.59	30.72	36.39	1.18	0.200	0.415	1.472	0.271	339.026	0.000	0.129	0.788	0.147	105.403	0.000	0.835	3.861	0.554	681.335	0.886	9.808	27.230	6.127	8003.675	0.000	0.992	4.453	1.034	809.316	0.000	0.052	0.927	0.109	42.297	0.000	0.198	2.098	0.363	161.574	0.381	0.747	1.174	0.137	609.547			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	26		888	674	#N/A	#N/A	9472	0.65 %	0.11	112.17	238.36	2.12	0.186	0.621	3.254	0.553	5879.543	0.000	0.127	2.066	0.153	1205.745	0.000	0.882	4.139	0.624	8355.798	0.558	9.380	42.171	6.995	88850.569	0.000	1.100	16.741	1.564	10415.569	0.000	0.052	2.925	0.109	497.265	0.000	0.203	2.627	0.337	1920.067	0.000	0.708	1.590	0.239	6710.389			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	27		1012	662	#N/A	#N/A	3696	0.26 %	0.23	59.05	117.66	1.99	0.185	0.494	2.719	0.400	1825.042	0.000	0.127	1.204	0.135	471.118	0.000	0.700	2.866	0.432	2587.265	0.468	7.271	26.609	5.235	26875.285	0.000	1.254	49.428	3.725	4635.543	0.000	0.058	1.921	0.143	215.582	0.000	0.173	1.603	0.248	640.137	0.000	0.690	1.968	0.186	2550.978			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	28		648	662	#N/A	#N/A	3136	0.22 %	0.33	54.17	93.39	1.72	0.229	0.531	2.353	0.374	1665.265	0.000	0.104	0.586	0.096	324.599	0.000	0.583	2.300	0.393	1826.868	0.565	5.711	27.728	4.297	17910.933	0.000	0.621	5.177	0.726	1946.358	0.000	0.035	0.333	0.043	109.958	0.000	0.206	1.872	0.327	645.845	0.000	0.719	1.261	0.167	2254.751			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	29		1122	648	#N/A	#N/A	1632	0.11 %	0.53	39.85	59.48	1.49	0.216	0.679	2.848	0.586	1107.649	0.000	0.266	2.760	0.286	434.634	0.000	0.911	4.070	0.773	1487.464	0.992	8.892	35.956	7.787	14511.860	0.000	1.370	10.683	1.570	2235.499	0.000	0.042	0.423	0.058	67.954	0.000	0.273	3.759	0.500	446.117	0.000	0.702	1.425	0.227	1146.450			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	30		554	658	#N/A	#N/A	1648	0.11 %	0.33	31.72	80.65	2.54	0.213	0.598	2.927	0.523	985.734	0.000	0.259	2.530	0.343	426.502	0.000	0.817	2.525	0.476	1345.688	0.764	7.589	29.625	4.534	12505.851	0.000	1.400	13.903	1.849	2306.860	0.000	0.089	3.491	0.272	147.242	0.000	0.137	1.606	0.208	225.284	0.000	0.708	1.606	0.244	1166.504			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	31		1208	666	#N/A	#N/A	2368	0.16 %	0.50	55.40	64.35	1.16	0.208	0.577	3.302	0.485	1366.584	0.000	0.258	2.051	0.274	609.845	0.000	0.765	2.843	0.507	1811.977	0.151	7.415	28.634	5.995	17557.624	0.000	0.884	6.222	0.833	2093.713	0.000	0.033	0.336	0.044	78.160	0.000	0.252	2.090	0.365	595.765	0.000	0.695	1.362	0.177	1646.842			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	32		714	706	#N/A	#N/A	3040	0.21 %	0.23	55.94	115.90	2.07	0.204	0.510	2.164	0.382	1550.189	0.000	0.092	0.681	0.102	281.153	0.000	0.759	2.893	0.522	2305.870	0.370	9.157	34.174	7.324	27838.504	0.000	0.993	6.817	1.177	3017.730	0.000	0.036	0.347	0.048	110.703	0.000	0.168	1.996	0.273	509.328	0.000	0.748	1.401	0.193	2272.948			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	33		1104	712	#N/A	#N/A	1968	0.14 %	0.44	37.31	74.48	2.00	0.222	0.682	3.601	0.639	1341.416	0.000	0.183	2.362	0.252	359.171	0.000	0.871	5.851	0.859	1713.329	0.702	6.561	25.349	4.831	12911.484	0.000	2.553	49.404	5.963	5023.806	0.000	0.090	1.488	0.161	178.056	0.000	0.239	2.104	0.364	470.089	0.000	0.675	2.159	0.251	1328.142			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	34		1306	734	#N/A	#N/A	2080	0.14 %	0.41	40.54	79.34	1.96	0.241	0.661	3.158	0.508	1375.911	0.000	0.430	2.164	0.358	894.366	0.000	0.827	3.393	0.561	1720.362	0.805	7.519	37.559	6.227	15639.191	0.000	3.159	32.644	4.637	6570.312	0.000	0.053	0.694	0.081	109.304	0.000	0.269	1.856	0.378	559.566	0.000	0.754	1.478	0.193	1567.831			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	35		1166	730	#N/A	#N/A	1072	0.07 %	0.46	30.08	51.60	1.72	0.213	0.651	3.295	0.608	697.542	0.000	0.236	1.314	0.208	252.983	0.000	1.058	3.457	0.659	1134.112	0.975	11.419	30.345	7.166	12241.131	0.000	1.344	7.793	1.490	1440.405	0.000	0.051	0.382	0.063	54.817	0.000	0.204	1.527	0.288	218.190	0.000	0.737	1.290	0.225	789.806			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	36		1200	764	#N/A	#N/A	1104	0.08 %	0.57	32.00	48.00	1.50	0.241	0.566	2.649	0.499	625.340	0.000	0.256	2.141	0.286	283.156	0.000	0.826	3.187	0.646	911.590	0.894	7.771	33.292	6.730	8579.305	0.000	0.994	8.664	1.205	1097.398	0.000	0.041	0.352	0.055	44.814	0.000	0.222	1.719	0.302	244.837	0.000	0.741	1.382	0.202	818.124			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	37		726	770	#N/A	#N/A	1376	0.10 %	0.49	36.03	60.17	1.67	0.229	0.712	2.818	0.573	979.616	0.000	0.159	1.824	0.160	218.641	0.000	0.570	3.121	0.511	784.097	0.498	4.252	37.822	4.280	5850.346	0.000	0.893	8.527	1.018	1229.244	0.000	0.036	0.328	0.046	49.512	0.000	0.153	1.534	0.230	210.114	0.000	0.636	1.281	0.236	874.898			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	38		818	778	#N/A	#N/A	1408	0.10 %	0.60	36.01	52.09	1.45	0.208	0.738	2.884	0.609	1039.623	0.000	0.167	1.067	0.135	235.217	0.000	0.701	2.537	0.417	986.516	0.835	5.428	28.748	4.408	7642.111	0.000	0.907	7.399	0.944	1276.981	0.000	0.038	0.311	0.046	54.180	0.000	0.244	2.547	0.406	343.685	0.000	0.625	1.168	0.232	880.620			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	39		984	790	#N/A	#N/A	1840	0.13 %	0.34	35.45	83.74	2.36	0.199	0.512	2.506	0.445	942.468	0.000	0.209	2.827	0.299	384.906	0.000	0.773	3.251	0.573	1421.509	0.660	7.843	31.729	6.560	14430.868	0.000	1.755	44.689	4.075	3230.023	0.000	0.046	1.153	0.087	84.384	0.000	0.199	2.030	0.327	366.188	0.000	0.716	1.638	0.209	1316.638			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	40		1066	778	#N/A	#N/A	1120	0.08 %	0.48	31.94	49.68	1.56	0.218	0.680	3.563	0.559	761.478	0.000	0.398	4.090	0.611	445.421	0.000	0.830	4.497	0.739	929.313	0.866	7.304	33.031	7.091	8180.614	0.000	3.057	44.407	5.417	3424.047	0.000	0.060	0.915	0.103	66.705	0.000	0.224	1.568	0.300	251.079	0.000	0.716	1.641	0.229	801.936			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	41		1356	780	#N/A	#N/A	768	0.05 %	0.63	32.02	32.02	1.00	0.288	0.798	3.500	0.622	612.835	0.000	0.308	1.488	0.207	236.443	0.000	1.695	6.053	1.463	1301.947	1.377	8.368	28.749	5.140	6426.620	0.000	1.733	14.882	1.997	1331.041	0.000	0.057	0.487	0.072	43.479	0.000	0.234	1.332	0.303	179.723	0.000	0.710	1.134	0.194	545.108			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	42		646	782	#N/A	#N/A	944	0.07 %	0.37	28.10	52.01	1.85	0.207	0.476	1.641	0.277	449.028	0.000	0.137	0.876	0.151	129.699	0.000	0.724	2.352	0.391	683.511	0.947	6.381	23.552	4.222	6024.003	0.000	0.640	5.453	0.870	603.791	0.000	0.047	0.260	0.047	44.749	0.000	0.142	1.486	0.220	134.243	0.318	0.772	1.309	0.142	729.166			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	43		566	790	#N/A	#N/A	752	0.05 %	0.61	28.09	36.01	1.28	0.211	0.620	2.142	0.524	466.116	0.000	0.143	0.815	0.154	107.785	0.000	0.780	4.015	0.839	586.522	0.171	4.992	24.331	4.864	3753.986	0.000	0.795	5.126	0.925	597.886	0.000	0.124	2.289	0.284	93.514	0.000	0.171	1.580	0.279	128.904	0.000	0.617	1.022	0.161	463.834			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	44		858	810	#N/A	#N/A	1040	0.07 %	0.54	33.53	42.01	1.25	0.208	0.577	2.520	0.475	600.518	0.000	0.158	0.866	0.150	164.064	0.000	1.676	13.481	2.614	1742.833	0.000	5.268	21.860	4.556	5479.052	0.000	0.929	6.716	0.915	966.240	0.000	0.031	0.322	0.044	32.033	0.000	0.167	1.503	0.232	173.733	0.000	0.648	1.185	0.180	674.235			0	0	0	0	
E:\Original MANTRA official all pics	cu-04-06 D_1.im3	Tumor	45		688	834	#N/A	#N/A	1968	0.14 %	0.25	36.54	93.01	2.55	0.205	0.614	2.851	0.572	1208.482	0.000	0.090	0.591	0.100	177.964	0.000	0.598	2.007	0.432	1177.498	0.175	5.752	20.568	3.994	11319.343	0.000	0.687	4.737	0.805	1351.752	0.000	0.030	0.300	0.043	59.470	0.000	0.161	1.627	0.254	317.017	0.000	0.617	1.125	0.196	1215.103			0	0	0	0	
