"Path"	"Sample_Name"	"Tissue_Category"	"Region_ID"	"Total_Regions"	"Region_X_Position"	"Region_Y_Position"	"Process_Region_ID"	"Distance_from_Process_Region_Edge_pixels"	"Region_Area_pixels"	"Region_Area_percent"	"Region_Compactness"	"Region_Minor_Axis"	"Region_Major_Axis"	"Region_Axis_Ratio"	"DAPI_Min_Normalized_Counts_Total_Weighting"	"DAPI_Mean_Normalized_Counts_Total_Weighting"	"DAPI_Max_Normalized_Counts_Total_Weighting"	"DAPI_Std_Dev_Normalized_Counts_Total_Weighting"	"DAPI_Total_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Min_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Mean_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Max_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Std_Dev_Normalized_Counts_Total_Weighting"	"CD68_Opal_520_Total_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Min_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Mean_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Max_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Std_Dev_Normalized_Counts_Total_Weighting"	"Ki67_Opal_540_Total_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Min_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Mean_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Max_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Std_Dev_Normalized_Counts_Total_Weighting"	"HLA_DR_Opal_570_Total_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Min_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Mean_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Max_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Std_Dev_Normalized_Counts_Total_Weighting"	"CD8_Opal_620_Total_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Min_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Mean_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Max_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Std_Dev_Normalized_Counts_Total_Weighting"	"CD3_Opal_650_Total_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Min_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Mean_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Max_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Std_Dev_Normalized_Counts_Total_Weighting"	"SOX10_Opal_690_Total_Normalized_Counts_Total_Weighting"	"Autofluorescence_Min_Normalized_Counts_Total_Weighting"	"Autofluorescence_Mean_Normalized_Counts_Total_Weighting"	"Autofluorescence_Max_Normalized_Counts_Total_Weighting"	"Autofluorescence_Std_Dev_Normalized_Counts_Total_Weighting"	"Autofluorescence_Total_Normalized_Counts_Total_Weighting"	"Lab_ID"	"Slide_ID"	"TMA_Sector"	"TMA_Row"	"TMA_Column"	"TMA_Field"	"inForm_2_2_5800_23313"
"E:\Original MANTRA official all pics"	"cu-05-06 A7 S_4.im3"	"Stroma"	43	NA	1158	738	"#N/A"	"#N/A"	1856	"0.13 %"	0.15	37.02	121.73	3.29	0.161	0.351	1.922	0.287	650.759	0	0.098	0.563	0.065	182.196	0	0.03	0.492	0.062	55.463	0	0.417	3.34	0.374	773.558	0	0.201	0.643	0.126	373.167	0	0.046	0.145	0.033	86.205	0	0.046	0.144	0.025	86.203	0.43	0.763	1.117	0.101	1416.148	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-06 A7 S_4.im3"	"Stroma"	44	NA	516	770	"#N/A"	"#N/A"	2208	"0.15 %"	0.24	40.79	101.74	2.49	0.123	0.361	2.581	0.378	797.235	0	0.203	0.837	0.167	449.026	0	0.427	1.904	0.335	943.114	0.604	4.543	12.821	2.411	10031.386	0	0.233	2.055	0.297	513.757	0	0.039	0.207	0.036	85.342	0	0.112	0.29	0.04	247.18	0.34	0.759	1.095	0.093	1676.371	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-06 A7 S_4.im3"	"Stroma"	45	NA	694	934	"#N/A"	"#N/A"	12736	"0.88 %"	0.14	171.84	197.64	1.15	0.147	0.314	2.535	0.236	3999.053	0	0.063	0.395	0.045	801.632	0	0.197	1.552	0.241	2504.614	0	2.319	12.926	2.234	29535.838	0	0.189	1.966	0.189	2406.176	0	0.043	0.441	0.039	542.449	0	0.065	0.88	0.041	825.712	0.374	0.775	1.222	0.093	9865.332	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-06 A7 S_4.im3"	"Stroma"	46	NA	78	904	"#N/A"	"#N/A"	7680	"0.53 %"	0.1	121.68	164.99	1.36	0.121	0.493	4.22	0.523	3788.061	0	0.087	0.529	0.072	670.638	0	0.272	1.295	0.226	2088.392	0.113	3.267	12.049	2.066	25091.374	0	0.304	2.46	0.309	2335.804	0	0.052	0.595	0.058	398.923	0	0.083	0.279	0.035	639.827	0.275	0.742	1.364	0.107	5700.75	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-06 A7 S_4.im3"	"Stroma"	47	NA	362	902	"#N/A"	"#N/A"	912	"0.06 %"	0.22	27.48	68.25	2.48	0.198	0.474	2.314	0.436	432.355	0	0.071	0.249	0.033	64.846	0	0.075	0.894	0.135	68.552	0	0.848	6.125	1.207	773.245	0	0.209	1.018	0.148	190.671	0	0.046	0.212	0.036	42.062	0	0.08	0.412	0.063	73.3	0.478	0.737	1.015	0.072	671.859	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-06 A7 S_4.im3"	"Stroma"	48	NA	506	936	"#N/A"	"#N/A"	1056	"0.07 %"	0.49	38.38	39.7	1.03	0.156	0.254	0.756	0.099	267.983	0	0.072	0.435	0.041	76.077	0	0.045	1.194	0.138	47.746	0	0.529	11.006	1.244	558.954	0	0.201	0.946	0.119	211.787	0	0.044	0.146	0.033	46.432	0	0.057	0.163	0.028	60.229	0.537	0.738	0.965	0.082	779.744	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-06 A7 S_4.im3"	"Stroma"	49	NA	284	956	"#N/A"	"#N/A"	1344	"0.09 %"	0.32	32.24	71.99	2.23	0.167	0.312	0.993	0.174	419.123	0	0.055	0.133	0.022	73.369	0	0.016	0.298	0.037	21.728	0	0.264	2.441	0.257	354.569	0	0.211	0.923	0.114	283.146	0	0.041	0.144	0.031	54.834	0	0.058	0.158	0.027	77.4	0.516	0.703	1.029	0.07	944.276	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-06 A7 S_4.im3"	"Stroma"	50	NA	844	960	"#N/A"	"#N/A"	784	"0.05 %"	0.5	24.02	48.05	2	0.182	0.228	0.924	0.044	178.384	0	0.061	0.246	0.029	47.7	0	0.013	0.256	0.035	10.572	0	0.262	0.736	0.113	205.684	0	0.186	0.767	0.111	145.621	0	0.042	0.131	0.031	32.557	0	0.05	0.132	0.022	39.095	0.515	0.66	0.873	0.06	517.517	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-06 A7 S_4.im3"	"Stroma"	51	NA	482	1006	"#N/A"	"#N/A"	2080	"0.14 %"	0.31	53.53	75.8	1.42	0.146	0.401	3.048	0.423	833.982	0	0.16	1.029	0.151	332.917	0	0.284	2.095	0.356	591.024	0.064	3.013	15.45	3.278	6266.781	0	0.175	1.853	0.251	363.307	0	0.032	0.261	0.034	66.559	0	0.083	0.535	0.053	171.662	0.444	0.698	1.364	0.132	1451.508	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-06 A7 S_4.im3"	"Stroma"	52	NA	56	1008	"#N/A"	"#N/A"	4112	"0.28 %"	0.39	64.32	112.36	1.75	0.152	0.325	1.485	0.22	1334.589	0	0.048	0.308	0.028	199.207	0	0.032	0.671	0.087	131.765	0	0.594	6.022	1.119	2444.506	0	0.156	1.014	0.12	642.867	0	0.041	0.277	0.034	166.571	0	0.084	1.503	0.168	345.604	0.431	0.731	1.387	0.107	3005.768	NA	NA	0	0	0	0	NA
"E:\Original MANTRA official all pics"	"cu-05-06 A7 S_4.im3"	"Stroma"	53	NA	904	1014	"#N/A"	"#N/A"	2976	"0.21 %"	0.52	52.06	80.03	1.54	0.138	0.319	2.065	0.243	948.011	0	0.054	0.549	0.039	159.444	0	0.085	2.028	0.142	252.355	0	1.089	6.563	1.07	3240.333	0	0.151	1.026	0.145	450.188	0	0.04	0.218	0.033	119.311	0	0.077	0.97	0.122	228.357	0.394	0.732	1.727	0.115	2179.324	NA	NA	0	0	0	0	NA
